2.66160103,2.66160103,0.06051518
2.66160103,2.66160103,0.06051518
2.66160103,2.66160103,0.06051518
2.66160103,2.66160103,0.06051518
2.9553534,2.9553534,0
2.9553534,2.9553534,0
2.9553534,2.9553534,0
2.9553534,2.9553534,0
2.95193441,2.95193441,0
2.95193441,2.95193441,0
2.95193441,2.95193441,0
2.95193441,2.95193441,0
2.95918133,2.95918133,0
2.95918133,2.95918133,0
2.95918133,2.95918133,0
2.95918133,2.95918133,0
3.25608719,3.25608719,0
3.25608719,3.25608719,0
3.25608719,3.25608719,0
3.25608719,3.25608719,0
3.12494907,3.12494907,0
3.12494907,3.12494907,0
3.12494907,3.12494907,0
3.12494907,3.12494907,0
2.99027623,2.99027623,0
2.99027623,2.99027623,0
2.99027623,2.99027623,0
2.99027623,2.99027623,0
2.94428395,2.94428395,0
2.94428395,2.94428395,0
2.94428395,2.94428395,0
2.94428395,2.94428395,0
3.20097377,3.20097377,0
3.20097377,3.20097377,0
3.20097377,3.20097377,0
3.20097377,3.20097377,0
3.2597963,3.2597963,0
3.2597963,3.2597963,0
3.2597963,3.2597963,0
3.2597963,3.2597963,0
3.05186806,3.05186806,0
3.05186806,3.05186806,0
3.05186806,3.05186806,0
3.05186806,3.05186806,0
3.01198688,3.01198688,0
3.01198688,3.01198688,0
3.01198688,3.01198688,0
3.01198688,3.01198688,0
2.87598843,2.87598843,0
2.87598843,2.87598843,0
2.87598843,2.87598843,0
2.87598843,2.87598843,0
6.34990664,6.34990664,0
6.34990664,6.34990664,0
6.34990664,6.34990664,0
6.34990664,6.34990664,0
4.31413966,4.31413966,0
4.31413966,4.31413966,0
4.31413966,4.31413966,0
4.31413966,4.31413966,0
3.8254429,3.8254429,0
3.8254429,3.8254429,0
3.8254429,3.8254429,0
3.8254429,3.8254429,0
3.06094985,3.06094985,0
3.06094985,3.06094985,0
3.06094985,3.06094985,0
3.06094985,3.06094985,0
3.13993904,3.13993904,0.0001335
3.13993904,3.13993904,0.0001335
3.13993904,3.13993904,0.0001335
3.13993904,3.13993904,0.0001335
3.18441127,3.18441127,0
3.18441127,3.18441127,0
3.18441127,3.18441127,0
3.18441127,3.18441127,0
3.12235957,3.12235957,0
3.12235957,3.12235957,0
3.12235957,3.12235957,0
3.12235957,3.12235957,0
3.00220833,3.00220833,0
3.00220833,3.00220833,0
3.00220833,3.00220833,0
3.00220833,3.00220833,0
3.08276312,3.08276312,0
3.08276312,3.08276312,0
3.08276312,3.08276312,0
3.08276312,3.08276312,0
3.30112809,3.30112809,0
3.30112809,3.30112809,0
3.30112809,3.30112809,0
3.30112809,3.30112809,0
3.79987731,3.79987731,0
3.79987731,3.79987731,0
3.79987731,3.79987731,0
3.79987731,3.79987731,0
3.15022608,3.15022608,0
3.15022608,3.15022608,0
3.15022608,3.15022608,0
3.15022608,3.15022608,0
8.95363,8.95363,0
9.85445,9.85445,0
11.7553,11.7553,0
12.2066,12.2066,0
3.11307099,3.11307099,0
3.11307099,3.11307099,0
3.11307099,3.11307099,0
3.11307099,3.11307099,0
3.05549923,3.05549923,0
3.05549923,3.05549923,0
3.05549923,3.05549923,0
3.05549923,3.05549923,0
3.08882562,3.08882562,0
3.08882562,3.08882562,0
3.08882562,3.08882562,0
3.08882562,3.08882562,0
3.36245216,3.36245216,0
3.36245216,3.36245216,0
3.36245216,3.36245216,0
3.36245216,3.36245216,0
3.05581404,3.05581404,0
3.05581404,3.05581404,0
3.05581404,3.05581404,0
3.05581404,3.05581404,0
3.05527469,3.05527469,0
3.05527469,3.05527469,0
3.05527469,3.05527469,0
3.05527469,3.05527469,0
3.14096991,3.14096991,0
3.14096991,3.14096991,0
3.14096991,3.14096991,0
3.14096991,3.14096991,0
2.9884429,2.9884429,0
2.9884429,2.9884429,0
2.9884429,2.9884429,0
2.9884429,2.9884429,0
3.37884722,3.37884722,0
3.37884722,3.37884722,0
3.37884722,3.37884722,0
3.37884722,3.37884722,0
3.08720988,3.08720988,0
3.08720988,3.08720988,0
3.08720988,3.08720988,0
3.08720988,3.08720988,0
2.91755864,2.91755864,0
2.91755864,2.91755864,0
